city,country,population,continent
RÂMNICU VÂLCEA,ROMANIA,107558,EUROPE
DROBETA-TURNU SEVERIN,ROMANIA,106578,EUROPE
SUCEAVA,ROMANIA,105796,EUROPE
FOCŞANI,ROMANIA,105112,EUROPE
PIATRA NEAMŢ,ROMANIA,102688,EUROPE
TÂRGU JIU,ROMANIA,97179,EUROPE
TULCEA,ROMANIA,92475,EUROPE
TÂRGOVIŞTE,ROMANIA,88435,EUROPE
REŞIŢA,ROMANIA,83324,EUROPE
BISTRIŢA,ROMANIA,81318,EUROPE
SLATINA,ROMANIA,78988,EUROPE
CĂLĂRAŞI,ROMANIA,73224,EUROPE
VASLUI,ROMANIA,69225,EUROPE
GIURGIU,ROMANIA,69067,EUROPE
ALBA IULIA,ROMANIA,66085,EUROPE
ZALĂU,ROMANIA,63232,EUROPE
SFÂNTU-GHEORGHE,ROMANIA,60677,EUROPE
SLOBOZIA,ROMANIA,52693,EUROPE
ALEXANDRIA,ROMANIA,49346,EUROPE
MIERCUREA-CIUC,ROMANIA,42029,EUROPE
DEVA,ROMANIA,67802,EUROPE
MOSCOW,RUSSIAN FEDERATION,10452000,ASIA
SAINT PETERSBURG,RUSSIAN FEDERATION,4553000,ASIA
NOVOSIBIRSK,RUSSIAN FEDERATION,1389000,ASIA
YEKATERINBURG,RUSSIAN FEDERATION,1313000,ASIA
NIZHNIY NOVGOROD,RUSSIAN FEDERATION,1278000,ASIA
SAMARA,RUSSIAN FEDERATION,1137000,ASIA
OMSK,RUSSIAN FEDERATION,1135000,ASIA
KAZAN’,RUSSIAN FEDERATION,1115000,ASIA
CHELYABINSK,RUSSIAN FEDERATION,1091000,ASIA
ROSTOV-NA-DONU,RUSSIAN FEDERATION,1052000,ASIA
UFA,RUSSIAN FEDERATION,1018000,ASIA
PERM’,RUSSIAN FEDERATION,997000,ASIA
VOLGOGRAD,RUSSIAN FEDERATION,984000,ASIA
KRASNOYARSK,RUSSIAN FEDERATION,925000,ASIA
VORONEZH,RUSSIAN FEDERATION,844000,ASIA
SARATOV,RUSSIAN FEDERATION,843000,ASIA
TOL’YATTI,RUSSIAN FEDERATION,702879,ASIA
KRASNODAR,RUSSIAN FEDERATION,649851,ASIA
UL’YANOVSK,RUSSIAN FEDERATION,640680,ASIA
IZHEVSK,RUSSIAN FEDERATION,631038,ASIA
YAROSLAVL’,RUSSIAN FEDERATION,606730,ASIA
BARNAUL,RUSSIAN FEDERATION,599579,ASIA
VLADIVOSTOK,RUSSIAN FEDERATION,587022,ASIA
IRKUTSK,RUSSIAN FEDERATION,586695,ASIA
KHABAROVSK,RUSSIAN FEDERATION,579000,ASIA
MAKHACHKALA,RUSSIAN FEDERATION,554981,ASIA
ORENBURG,RUSSIAN FEDERATION,550204,ASIA
NOVOKUZNETSK,RUSSIAN FEDERATION,539616,ASIA
TOMSK,RUSSIAN FEDERATION,535479,ASIA
RYAZAN’,RUSSIAN FEDERATION,520173,ASIA
TYUMEN’,RUSSIAN FEDERATION,519119,ASIA
LIPETSK,RUSSIAN FEDERATION,515655,ASIA
PENZA,RUSSIAN FEDERATION,512602,ASIA
ASTRAKHAN’,RUSSIAN FEDERATION,502533,ASIA
TULA,RUSSIAN FEDERATION,489486,ASIA
KEMEROVO,RUSSIAN FEDERATION,477090,ASIA
NABEREZHNYYE CHELNY,RUSSIAN FEDERATION,461086,ASIA
KIROV,RUSSIAN FEDERATION,457437,ASIA
CHEBOKSARY,RUSSIAN FEDERATION,446781,ASIA
KALININGRAD,RUSSIAN FEDERATION,434954,ASIA
BRYANSK,RUSSIAN FEDERATION,427236,ASIA
IVANOVO,RUSSIAN FEDERATION,420839,ASIA
MAGNITOGORSK,RUSSIAN FEDERATION,413351,ASIA
KURSK,RUSSIAN FEDERATION,409431,ASIA
TVER’,RUSSIAN FEDERATION,400212,ASIA
SURGUT,RUSSIAN FEDERATION,400000,ASIA
NIZHNIY TAGIL,RUSSIAN FEDERATION,381116,ASIA
VLADIKAVKAZ,RUSSIAN FEDERATION,364630,ASIA
STAVROPOL’,RUSSIAN FEDERATION,363064,ASIA
ULAN-UDE,RUSSIAN FEDERATION,360278,ASIA
ARKHANGEL’SK,RUSSIAN FEDERATION,356051,ASIA
BELGOROD,RUSSIAN FEDERATION,345289,ASIA
KURGAN,RUSSIAN FEDERATION,343129,ASIA
KALUGA,RUSSIAN FEDERATION,338978,ASIA
ORËL,RUSSIAN FEDERATION,334552,ASIA
SOCHI,RUSSIAN FEDERATION,327608,ASIA
YOSHKAR-OLA,RUSSIAN FEDERATION,324406,ASIA
VOLZHSKIY,RUSSIAN FEDERATION,323293,ASIA
SMOLENSK,RUSSIAN FEDERATION,320991,ASIA
PODOL’SK,RUSSIAN FEDERATION,320635,ASIA
MURMANSK,RUSSIAN FEDERATION,319263,ASIA
VLADIMIR,RUSSIAN FEDERATION,318648,ASIA
CHEREPOVETS,RUSSIAN FEDERATION,311850,ASIA
CHITA,RUSSIAN FEDERATION,308500,ASIA
NAL’CHIK,RUSSIAN FEDERATION,307866,ASIA
SARANSK,RUSSIAN FEDERATION,303394,ASIA
TAMBOV,RUSSIAN FEDERATION,301482,ASIA
VOLOGDA,RUSSIAN FEDERATION,294889,ASIA
TAGANROG,RUSSIAN FEDERATION,279056,ASIA
KOSTROMA,RUSSIAN FEDERATION,277656,ASIA
KOMSOMOL’SK-NA-AMURE,RUSSIAN FEDERATION,275908,ASIA
PROKOP’YEVSK,RUSSIAN FEDERATION,275615,ASIA
STERLITAMAK,RUSSIAN FEDERATION,267231,ASIA
PETROZAVODSK,RUSSIAN FEDERATION,265025,ASIA
DZERZHINSK,RUSSIAN FEDERATION,256537,ASIA
ORSK,RUSSIAN FEDERATION,246836,ASIA
BRATSK,RUSSIAN FEDERATION,246348,ASIA
NIZHNEVARTOVSK,RUSSIAN FEDERATION,244937,ASIA
ANGARSK,RUSSIAN FEDERATION,243158,ASIA
NOVOROSSIYSK,RUSSIAN FEDERATION,241856,ASIA
YAKUTSK,RUSSIAN FEDERATION,235600,ASIA
NIZHNEKAMSK,RUSSIAN FEDERATION,234297,ASIA
SYKTYVKAR,RUSSIAN FEDERATION,230910,ASIA
NOGINSK,RUSSIAN FEDERATION,229731,ASIA
NOGINSK,RUSSIAN FEDERATION,229731,ASIA
STARYY OSKOL,RUSSIAN FEDERATION,226977,ASIA
GROZNYY,RUSSIAN FEDERATION,226100,ASIA
KOLPINO,RUSSIAN FEDERATION,225801,ASIA
SHAKHTY,RUSSIAN FEDERATION,221312,ASIA
BLAGOVESHCHENSK,RUSSIAN FEDERATION,221296,ASIA
VELIKIY NOVGOROD,RUSSIAN FEDERATION,218717,ASIA
RYBINSK,RUSSIAN FEDERATION,216724,ASIA
BIYSK,RUSSIAN FEDERATION,215430,ASIA
PSKOV,RUSSIAN FEDERATION,201990,ASIA
BALAKOVO,RUSSIAN FEDERATION,199572,ASIA
ARMAVIR,RUSSIAN FEDERATION,199548,ASIA
ENGEL’S,RUSSIAN FEDERATION,196011,ASIA
SEVERODVINSK,RUSSIAN FEDERATION,194292,ASIA
ZLATOUST,RUSSIAN FEDERATION,191366,ASIA
SYZRAN’,RUSSIAN FEDERATION,189338,ASIA
PETROPAVLOVSK-KAMCHATSKIY,RUSSIAN FEDERATION,187282,ASIA
KAMENSK-URAL’SKIY,RUSSIAN FEDERATION,182500,ASIA
YUZHNO-SAKHALINSK,RUSSIAN FEDERATION,176484,ASIA
BEREZNIKI,RUSSIAN FEDERATION,167748,ASIA
VOLGODONSK,RUSSIAN FEDERATION,167731,ASIA
MIASS,RUSSIAN FEDERATION,167500,ASIA
ABAKAN,RUSSIAN FEDERATION,167289,ASIA
NOVOCHERKASSK,RUSSIAN FEDERATION,166974,ASIA
NORIL’SK,RUSSIAN FEDERATION,165873,ASIA
RUBTSOVSK,RUSSIAN FEDERATION,161065,ASIA
SALAVAT,RUSSIAN FEDERATION,159893,ASIA
NAKHODKA,RUSSIAN FEDERATION,159551,ASIA
NAKHODKA,RUSSIAN FEDERATION,159551,ASIA
MAYKOP,RUSSIAN FEDERATION,158451,ASIA
USSURIYSK,RUSSIAN FEDERATION,157068,ASIA
KOVROV,RUSSIAN FEDERATION,154224,ASIA
NOVOKUYBYSHEVSK,RUSSIAN FEDERATION,152334,ASIA
KOLOMNA,RUSSIAN FEDERATION,147690,ASIA
PYATIGORSK,RUSSIAN FEDERATION,142865,ASIA
ARZAMAS,RUSSIAN FEDERATION,142597,ASIA
AL’MET’YEVSK,RUSSIAN FEDERATION,140437,ASIA
OREKHOVO-ZUYEVO,RUSSIAN FEDERATION,140247,ASIA
SERPUKHOV,RUSSIAN FEDERATION,135584,ASIA
NEVINNOMYSSK,RUSSIAN FEDERATION,134380,ASIA
PERVOURAL’SK,RUSSIAN FEDERATION,133600,ASIA
KISLOVODSK,RUSSIAN FEDERATION,132771,ASIA
DIMITROVGRAD,RUSSIAN FEDERATION,132226,ASIA
MUROM,RUSSIAN FEDERATION,131287,ASIA
NOVOMOSKOVSK,RUSSIAN FEDERATION,130982,ASIA
KAMYSHIN,RUSSIAN FEDERATION,128626,ASIA
NEFTEKAMSK,RUSSIAN FEDERATION,126805,ASIA
ACHINSK,RUSSIAN FEDERATION,117634,ASIA
VYBORG,RUSSIAN FEDERATION,117201,ASIA
CHERKESSK,RUSSIAN FEDERATION,116224,ASIA
YELETS,RUSSIAN FEDERATION,115919,ASIA
TOBOL’SK,RUSSIAN FEDERATION,113800,ASIA
NEFTEYUGANSK,RUSSIAN FEDERATION,112632,ASIA
NOYABR’SK,RUSSIAN FEDERATION,110572,ASIA
BATAYSK,RUSSIAN FEDERATION,109962,ASIA
SERGIYEV POSAD,RUSSIAN FEDERATION,109252,ASIA
LENINSK-KUZNETSKIY,RUSSIAN FEDERATION,109023,ASIA
KYZYL,RUSSIAN FEDERATION,108240,ASIA
OKTYABR’SKIY,RUSSIAN FEDERATION,108200,ASIA
OBNINSK,RUSSIAN FEDERATION,107392,ASIA
CHAPAYEVSK,RUSSIAN FEDERATION,107164,ASIA
ELISTA,RUSSIAN FEDERATION,106971,ASIA
KANDALAKSHA,RUSSIAN FEDERATION,106798,ASIA
NOVOTROITSK,RUSSIAN FEDERATION,106186,ASIA
DERBENT,RUSSIAN FEDERATION,105965,ASIA
KISELËVSK,RUSSIAN FEDERATION,104000,ASIA
VELIKIYE LUKI,RUSSIAN FEDERATION,103149,ASIA
UKHTA,RUSSIAN FEDERATION,102187,ASIA
KANSK,RUSSIAN FEDERATION,101502,ASIA
SARAPUL,RUSSIAN FEDERATION,101344,ASIA
SOLIKAMSK,RUSSIAN FEDERATION,100812,ASIA
GLAZOV,RUSSIAN FEDERATION,100676,ASIA
UST’-ILIMSK,RUSSIAN FEDERATION,100271,ASIA
KUZNETSK,RUSSIAN FEDERATION,95574,ASIA
MAGADAN,RUSSIAN FEDERATION,95282,ASIA
MICHURINSK,RUSSIAN FEDERATION,93499,ASIA
KASPIYSK,RUSSIAN FEDERATION,81752,ASIA
BIROBIDZHAN,RUSSIAN FEDERATION,76146,ASIA
BUYNAKSK,RUSSIAN FEDERATION,75800,ASIA
GEORGIYEVSK,RUSSIAN FEDERATION,72649,ASIA
KHANTY-MANSIYSK,RUSSIAN FEDERATION,67800,ASIA
GORNO-ALTAYSK,RUSSIAN FEDERATION,59868,ASIA
KANASH,RUSSIAN FEDERATION,49886,ASIA
MORSHANSK,RUSSIAN FEDERATION,49350,ASIA
MTSENSK,RUSSIAN FEDERATION,47609,ASIA
SALEKHARD,RUSSIAN FEDERATION,38025,ASIA
SHUMERLYA,RUSSIAN FEDERATION,35230,ASIA
KOTOVSK,RUSSIAN FEDERATION,33077,ASIA
NAR’YAN-MAR,RUSSIAN FEDERATION,21658,ASIA
KIRSANOV,RUSSIAN FEDERATION,17975,ASIA
ANADYR’,RUSSIAN FEDERATION,10332,ASIA
ZELËNODOL’SK,RUSSIAN FEDERATION,99600,ASIA
NOVOSHAKHTINSK,RUSSIAN FEDERATION,99478,ASIA
TUAPSE,RUSSIAN FEDERATION,99145,ASIA
VOTKINSK,RUSSIAN FEDERATION,98633,ASIA
SEROV,RUSSIAN FEDERATION,98438,ASIA
BALASHOV,RUSSIAN FEDERATION,98107,ASIA
ZHELEZNOGORSK,RUSSIAN FEDERATION,97900,ASIA
NOVYY URENGOY,RUSSIAN FEDERATION,94212,ASIA
NAZRAN’,RUSSIAN FEDERATION,93357,ASIA
KINESHMA,RUSSIAN FEDERATION,92983,ASIA
BUGUL’MA,RUSSIAN FEDERATION,91900,ASIA
NOVOALTAYSK,RUSSIAN FEDERATION,91386,ASIA
GATCHINA,RUSSIAN FEDERATION,90486,ASIA
KIROVO-CHEPETSK,RUSSIAN FEDERATION,90252,ASIA
YEGOR’YEVSK,RUSSIAN FEDERATION,89795,ASIA
YEYSK,RUSSIAN FEDERATION,87814,ASIA
BUZULUK,RUSSIAN FEDERATION,87714,ASIA
SHCHËKINO,RUSSIAN FEDERATION,86088,ASIA
USOL’YE-SIBIRSKOYE,RUSSIAN FEDERATION,85900,ASIA
YURGA,RUSSIAN FEDERATION,84220,ASIA
ANZHERO-SUDZHENSK,RUSSIAN FEDERATION,83692,ASIA
TROITSK,RUSSIAN FEDERATION,82338,ASIA
ASBEST,RUSSIAN FEDERATION,81248,ASIA
KLIN,RUSSIAN FEDERATION,80778,ASIA
VORKUTA,RUSSIAN FEDERATION,80039,ASIA
KROPOTKIN,RUSSIAN FEDERATION,79599,ASIA
SHADRINSK,RUSSIAN FEDERATION,79479,ASIA
KAMENSK-SHAKHTINSKIY,RUSSIAN FEDERATION,75814,ASIA
CHUSOVOY,RUSSIAN FEDERATION,72113,ASIA
CHERNOGORSK,RUSSIAN FEDERATION,71582,ASIA
VOL’SK,RUSSIAN FEDERATION,70500,ASIA
BELOGORSK,RUSSIAN FEDERATION,70203,ASIA
TUYMAZY,RUSSIAN FEDERATION,68829,ASIA
BORISOGLEBSK,RUSSIAN FEDERATION,68597,ASIA
ISHIM,RUSSIAN FEDERATION,67762,ASIA
OKTYABR’SKIY,RUSSIAN FEDERATION,67386,ASIA
APATITY,RUSSIAN FEDERATION,66907,ASIA
ALEKSIN,RUSSIAN FEDERATION,66885,ASIA
KUNGUR,RUSSIAN FEDERATION,66389,ASIA
KLINTSY,RUSSIAN FEDERATION,66336,ASIA
NERYUNGRI,RUSSIAN FEDERATION,66320,ASIA
LENINOGORSK,RUSSIAN FEDERATION,66263,ASIA
LESOSIBIRSK,RUSSIAN FEDERATION,65945,ASIA
POLEVSKOY,RUSSIAN FEDERATION,65770,ASIA
KUMERTAU,RUSSIAN FEDERATION,65321,ASIA
KRASNOTUR’INSK,RUSSIAN FEDERATION,64878,ASIA
TIKHORETSK,RUSSIAN FEDERATION,64387,ASIA
SVOBODNYY,RUSSIAN FEDERATION,63620,ASIA
RZHEV,RUSSIAN FEDERATION,63414,ASIA
NOVAYA BALAKHNA,RUSSIAN FEDERATION,63083,ASIA
BELEBEY,RUSSIAN FEDERATION,62582,ASIA
CHISTOPOL’,RUSSIAN FEDERATION,62200,ASIA
TIKHVIN,RUSSIAN FEDERATION,62075,ASIA
LABINSK,RUSSIAN FEDERATION,61945,ASIA
ISKITIM,RUSSIAN FEDERATION,61827,ASIA
VYKSA,RUSSIAN FEDERATION,61664,ASIA
SIBAY,RUSSIAN FEDERATION,61590,ASIA
SAL’SK,RUSSIAN FEDERATION,61000,ASIA
SHUYA,RUSSIAN FEDERATION,60705,ASIA
ZIMA,RUSSIAN FEDERATION,60239,ASIA
KOTLAS,RUSSIAN FEDERATION,59879,ASIA
MIKHAYLOVKA,RUSSIAN FEDERATION,58898,ASIA
SOLNECHNOGORSK,RUSSIAN FEDERATION,58891,ASIA
ARSEN’YEV,RUSSIAN FEDERATION,58700,ASIA
BOROVICHI,RUSSIAN FEDERATION,57887,ASIA
CHEREMKHOVO,RUSSIAN FEDERATION,57395,ASIA
ROSLAVL’,RUSSIAN FEDERATION,56971,ASIA
LESNOY,RUSSIAN FEDERATION,56084,ASIA
SAYANOGORSK,RUSSIAN FEDERATION,55642,ASIA
GELENDZHIK,RUSSIAN FEDERATION,55508,ASIA
VYAZ’MA,RUSSIAN FEDERATION,55500,ASIA
KRASNOKAMENSK,RUSSIAN FEDERATION,54316,ASIA
SEVEROMORSK,RUSSIAN FEDERATION,53921,ASIA
VYSHNIY VOLOCHËK,RUSSIAN FEDERATION,53800,ASIA
BUGURUSLAN,RUSSIAN FEDERATION,53511,ASIA
LIVNY,RUSSIAN FEDERATION,52915,ASIA
KRASNOKAMSK,RUSSIAN FEDERATION,52689,ASIA
TAYSHET,RUSSIAN FEDERATION,52184,ASIA
NYAGAN’,RUSSIAN FEDERATION,52137,ASIA
KIMRY,RUSSIAN FEDERATION,52070,ASIA
TULUN,RUSSIAN FEDERATION,51330,ASIA
KYSHTYM,RUSSIAN FEDERATION,50911,ASIA
OTRADNYY,RUSSIAN FEDERATION,50127,ASIA
MONCHEGORSK,RUSSIAN FEDERATION,49868,ASIA
RUZAYEVKA,RUSSIAN FEDERATION,49311,ASIA
VERKHNYAYA SALDA,RUSSIAN FEDERATION,48992,ASIA
SLOBODSKOY,RUSSIAN FEDERATION,48962,ASIA
MEGION,RUSSIAN FEDERATION,48691,ASIA
TORZHOK,RUSSIAN FEDERATION,48546,ASIA
BELAYA KALITVA,RUSSIAN FEDERATION,48098,ASIA
GRYAZI,RUSSIAN FEDERATION,47413,ASIA
MOZHGA,RUSSIAN FEDERATION,47270,ASIA
AMURSK,RUSSIAN FEDERATION,46993,ASIA
SAFONOVO,RUSSIAN FEDERATION,46637,ASIA
ALATYR’,RUSSIAN FEDERATION,46427,ASIA
NADYM,RUSSIAN FEDERATION,46339,ASIA
PECHORA,RUSSIAN FEDERATION,46113,ASIA
SPASSK-DAL’NIY,RUSSIAN FEDERATION,45900,ASIA
APSHERONSK,RUSSIAN FEDERATION,45876,ASIA
MOZDOK,RUSSIAN FEDERATION,45702,ASIA
VOLKHOV,RUSSIAN FEDERATION,45673,ASIA
YEFREMOV,RUSSIAN FEDERATION,45497,ASIA
SHEBEKINO,RUSSIAN FEDERATION,45194,ASIA
CHERNYAKHOVSK,RUSSIAN FEDERATION,45187,ASIA
PARMA,RUSSIAN FEDERATION,45000,ASIA
STREZHEVOY,RUSSIAN FEDERATION,44784,ASIA
ARTËMOVSKIY,RUSSIAN FEDERATION,44689,ASIA
KAMEN’-NA-OBI,RUSSIAN FEDERATION,44564,ASIA
AKHTUBINSK,RUSSIAN FEDERATION,44551,ASIA
TIMASHEVSK,RUSSIAN FEDERATION,44024,ASIA
ALAPAYEVSK,RUSSIAN FEDERATION,44000,ASIA
NOVOZYBKOV,RUSSIAN FEDERATION,43534,ASIA
NIZHNEUDINSK,RUSSIAN FEDERATION,43326,ASIA
SOVETSK,RUSSIAN FEDERATION,43309,ASIA
MARIINSK,RUSSIAN FEDERATION,43122,ASIA
KRASNOUFIMSK,RUSSIAN FEDERATION,43121,ASIA
PARTIZANSK,RUSSIAN FEDERATION,42489,ASIA
SOKOL,RUSSIAN FEDERATION,42174,ASIA
YEMANZHELINSK,RUSSIAN FEDERATION,42023,ASIA
LESOZAVODSK,RUSSIAN FEDERATION,41778,ASIA
URYUPINSK,RUSSIAN FEDERATION,41644,ASIA
GAY,RUSSIAN FEDERATION,41619,ASIA
ZELENOKUMSK,RUSSIAN FEDERATION,41306,ASIA
BIRSK,RUSSIAN FEDERATION,41014,ASIA
FROLOVO,RUSSIAN FEDERATION,40882,ASIA
MIRNYY,RUSSIAN FEDERATION,40308,ASIA
LUGA,RUSSIAN FEDERATION,40114,ASIA
OB’,RUSSIAN FEDERATION,39949,ASIA
URAY,RUSSIAN FEDERATION,39878,ASIA
ALEKSEYEVKA,RUSSIAN FEDERATION,39848,ASIA
BOGORODITSK,RUSSIAN FEDERATION,39553,ASIA
TAVDA,RUSSIAN FEDERATION,39480,ASIA
KIROV,RUSSIAN FEDERATION,39319,ASIA
VICHUGA,RUSSIAN FEDERATION,39071,ASIA
ASHA,RUSSIAN FEDERATION,38883,ASIA
GUR’YEVSK,RUSSIAN FEDERATION,38757,ASIA
MILLEROVO,RUSSIAN FEDERATION,38527,ASIA
UGLICH,RUSSIAN FEDERATION,37732,ASIA
TYNDA,RUSSIAN FEDERATION,37335,ASIA
KASIMOV,RUSSIAN FEDERATION,36663,ASIA
SERDOBSK,RUSSIAN FEDERATION,36652,ASIA
SLANTSY,RUSSIAN FEDERATION,36209,ASIA
SEVEROURAL’SK,RUSSIAN FEDERATION,36138,ASIA
BLAGODARNYY,RUSSIAN FEDERATION,35995,ASIA
BOYARKA,RUSSIAN FEDERATION,35968,ASIA
YALUTOROVSK,RUSSIAN FEDERATION,35892,ASIA
VALUYKI,RUSSIAN FEDERATION,35887,ASIA
SHAR’YA,RUSSIAN FEDERATION,35532,ASIA
KORSAKOV,RUSSIAN FEDERATION,35091,ASIA
BEZHETSK,RUSSIAN FEDERATION,34736,ASIA
KONDOPOGA,RUSSIAN FEDERATION,34360,ASIA
STARAYA RUSSA,RUSSIAN FEDERATION,34303,ASIA
SLAVGOROD,RUSSIAN FEDERATION,34141,ASIA
VERKHNIY UFALEY,RUSSIAN FEDERATION,33879,ASIA
ZAOZËRNYY,RUSSIAN FEDERATION,33865,ASIA
ROSTOV,RUSSIAN FEDERATION,33803,ASIA
DYAT’KOVO,RUSSIAN FEDERATION,33527,ASIA
SEGEZHA,RUSSIAN FEDERATION,33354,ASIA
VELIKIY USTYUG,RUSSIAN FEDERATION,33237,ASIA
KHOLMSK,RUSSIAN FEDERATION,32911,ASIA
OMUTNINSK,RUSSIAN FEDERATION,32800,ASIA
KUDYMKAR,RUSSIAN FEDERATION,32423,ASIA
BARABINSK,RUSSIAN FEDERATION,31508,ASIA
GUBAKHA,RUSSIAN FEDERATION,31424,ASIA
SASOVO,RUSSIAN FEDERATION,31325,ASIA
KARPINSK,RUSSIAN FEDERATION,30807,ASIA
MEDNOGORSK,RUSSIAN FEDERATION,30676,ASIA
BORZYA,RUSSIAN FEDERATION,30421,ASIA
SVETOGORSK,RUSSIAN FEDERATION,30115,ASIA
SOVETSKAYA GAVAN’,RUSSIAN FEDERATION,29740,ASIA
KIROVSK,RUSSIAN FEDERATION,29605,ASIA
SOSNOGORSK,RUSSIAN FEDERATION,29343,ASIA
KARASUK,RUSSIAN FEDERATION,28589,ASIA
KARTALY,RUSSIAN FEDERATION,28503,ASIA
ZHELEZNOGORSK-ILIMSKIY,RUSSIAN FEDERATION,28456,ASIA
KOTEL’NICH,RUSSIAN FEDERATION,28431,ASIA
DAL’NERECHENSK,RUSSIAN FEDERATION,28300,ASIA
NEV’YANSK,RUSSIAN FEDERATION,28170,ASIA
ALEYSK,RUSSIAN FEDERATION,28019,ASIA
KOLPASHEVO,RUSSIAN FEDERATION,27876,ASIA
ATKARSK,RUSSIAN FEDERATION,27554,ASIA
SOL’-ILETSK,RUSSIAN FEDERATION,27419,ASIA
NIKOLAYEVSK-NA-AMURE,RUSSIAN FEDERATION,27152,ASIA
ASINO,RUSSIAN FEDERATION,27070,ASIA
ZEYA,RUSSIAN FEDERATION,26999,ASIA
TARA,RUSSIAN FEDERATION,26986,ASIA
PUGACHEV,RUSSIAN FEDERATION,26690,ASIA
OKHA,RUSSIAN FEDERATION,26560,ASIA
BAKAL,RUSSIAN FEDERATION,26559,ASIA
BUY,RUSSIAN FEDERATION,26486,ASIA
VEL’SK,RUSSIAN FEDERATION,26300,ASIA
KRASNOARMEYSK,RUSSIAN FEDERATION,25841,ASIA
SEVEROBAYKAL’SK,RUSSIAN FEDERATION,25800,ASIA
LENSK,RUSSIAN FEDERATION,25589,ASIA
UST’-KUT,RUSSIAN FEDERATION,25388,ASIA
NELIDOVO,RUSSIAN FEDERATION,25349,ASIA
TATARSK,RUSSIAN FEDERATION,25150,ASIA
BOLOGOYE,RUSSIAN FEDERATION,25142,ASIA
TOPKI,RUSSIAN FEDERATION,24672,ASIA
ALDAN,RUSSIAN FEDERATION,24426,ASIA
GUSINOOZËRSK,RUSSIAN FEDERATION,24083,ASIA
KALACHINSK,RUSSIAN FEDERATION,24059,ASIA
BOGOTOL,RUSSIAN FEDERATION,23622,ASIA
DUDINKA,RUSSIAN FEDERATION,23619,ASIA
L’GOV,RUSSIAN FEDERATION,23500,ASIA
INTA,RUSSIAN FEDERATION,22921,ASIA
TASHTAGOL,RUSSIAN FEDERATION,22779,ASIA
ONEGA,RUSSIAN FEDERATION,22693,ASIA
KIZEL,RUSSIAN FEDERATION,22135,ASIA
TOGUCHIN,RUSSIAN FEDERATION,21886,ASIA
SHIMANOVSK,RUSSIAN FEDERATION,21466,ASIA
PALATKA,RUSSIAN FEDERATION,21452,ASIA
ISIL’KUL’,RUSSIAN FEDERATION,21136,ASIA
PETROVSK-ZABAYKAL’SKIY,RUSSIAN FEDERATION,20889,ASIA
KRASNOURAL’SK,RUSSIAN FEDERATION,20571,ASIA
CHEREPANOVO,RUSSIAN FEDERATION,20125,ASIA
RAYEVSKIY,RUSSIAN FEDERATION,20060,ASIA
YENISEYSK,RUSSIAN FEDERATION,19920,ASIA
BIKIN,RUSSIAN FEDERATION,19659,ASIA
IVDEL’,RUSSIAN FEDERATION,19379,ASIA
UZHUR,RUSSIAN FEDERATION,19212,ASIA
POLYARNYY,RUSSIAN FEDERATION,19200,ASIA
SLYUDYANKA,RUSSIAN FEDERATION,18809,ASIA
KAVALEROVO,RUSSIAN FEDERATION,18657,ASIA
VANINO,RUSSIAN FEDERATION,18618,ASIA
KYAKHTA,RUSSIAN FEDERATION,18431,ASIA
ABAZA,RUSSIAN FEDERATION,18094,ASIA
KURTAMYSH,RUSSIAN FEDERATION,17936,ASIA
SOVETSK,RUSSIAN FEDERATION,17869,ASIA
PALLASOVKA,RUSSIAN FEDERATION,17139,ASIA
PLAST,RUSSIAN FEDERATION,17050,ASIA
NEVEL’SK,RUSSIAN FEDERATION,17000,ASIA
PORONAYSK,RUSSIAN FEDERATION,16677,ASIA
KAMENKA,RUSSIAN FEDERATION,16560,ASIA
KUPINO,RUSSIAN FEDERATION,16333,ASIA
NIKOLAYEVSK,RUSSIAN FEDERATION,16044,ASIA
BODAYBO,RUSSIAN FEDERATION,15933,ASIA
NIKEL’,RUSSIAN FEDERATION,15866,ASIA
KODINSK,RUSSIAN FEDERATION,15670,ASIA
GORNYAK,RUSSIAN FEDERATION,15668,ASIA
NERCHINSK,RUSSIAN FEDERATION,15360,ASIA
KULUNDA,RUSSIAN FEDERATION,15345,ASIA
UDACHNYY,RUSSIAN FEDERATION,15266,ASIA
VYAZEMSKIY,RUSSIAN FEDERATION,15247,ASIA
CHEGDOMYN,RUSSIAN FEDERATION,14855,ASIA
UST’-ORDYNSKIY,RUSSIAN FEDERATION,14538,ASIA
SHILKA,RUSSIAN FEDERATION,14132,ASIA
KEM’,RUSSIAN FEDERATION,13829,ASIA
GOLYSHMANOVO,RUSSIAN FEDERATION,13424,ASIA
KIRENSK,RUSSIAN FEDERATION,13308,ASIA
UYAR,RUSSIAN FEDERATION,13167,ASIA
UGLEGORSK,RUSSIAN FEDERATION,12669,ASIA
MOGOCHA,RUSSIAN FEDERATION,12647,ASIA
NAZYVAYEVSK,RUSSIAN FEDERATION,12284,ASIA
BELOMORSK,RUSSIAN FEDERATION,12165,ASIA
CHERLAK,RUSSIAN FEDERATION,12122,ASIA
ALEKSANDROVSK-SAKHALINSKIY,RUSSIAN FEDERATION,12024,ASIA
DOLINSK,RUSSIAN FEDERATION,11989,ASIA
MAGDAGACHI,RUSSIAN FEDERATION,11739,ASIA
SEVERNYY,RUSSIAN FEDERATION,11562,ASIA
ZMEINOGORSK,RUSSIAN FEDERATION,11514,ASIA
